,fatia,persistencia,sazonal_naive_288,media_movel_288,lstnet_s42,lstnet_s7,lstnet_s123,lstnet_s2024,lstnet_s999,lstnet_media,lstnet_dp
2024-09-17,2024-09-15→2024-09-24,0.4111458333333333,0.4317013888888888,0.4339930555555552,0.20076779411898718,0.16190172652403514,0.06750543243355223,0.15033139871226414,0.21813394586245216,0.15972805953025818,0.05850970514519114
2024-09-18,2024-09-15→2024-09-24,0.6659722222222224,0.17649305555555556,0.45321518132716043,0.21846299827098847,0.19149058030711283,0.18366466263930004,0.24151682304011451,0.1524296530087789,0.19751294345325895,0.03404332912711397
2024-09-19,2024-09-15→2024-09-24,0.6171527777777777,0.13652777777777778,0.4227546296296296,0.10793684018982781,0.12630394524998134,0.10764111088381872,0.11479819575945537,0.1460878215895759,0.12055358273453183,0.016156288434640637
2024-09-20,2024-09-15→2024-09-24,0.766770833333333,0.1758680555555555,0.46970341435185176,0.25974015328619215,0.29884799420833585,0.22402073045571644,0.31586679253313277,0.19940672583050198,0.2595764792627758,0.04897828229101023
2024-09-21,2024-09-15→2024-09-24,0.8878124999999999,0.26104166666666667,0.5189872685185184,0.29257861031426324,0.29799499577946137,0.21737295475271015,0.3223045714696248,0.2547117475006316,0.2769925759633382,0.04119507735144445
2024-09-22,2024-09-15→2024-09-24,0.5907291666666667,0.25458333333333333,0.4353841145833333,0.19421801050504048,0.11935125059551661,0.13192329208056133,0.11623185356458027,0.18003073619471655,0.14835102858808308,0.03622803803265297
2024-09-23,2024-09-15→2024-09-24,0.7934722222222224,0.13927083333333334,0.5580741222993828,0.1912074957291285,0.21773985491858588,0.14422994871934255,0.24566449158721498,0.1539209908246994,0.1905525563557943,0.04261619153906464
2024-09-24,2024-09-15→2024-09-24,0.7606944444444448,0.06993055555555555,0.5284326774691359,0.07206334531307218,0.06651544014612833,0.22564807746145465,0.060590762495994537,0.07210139844152666,0.09938380477163526,0.0707436097471569
2024-11-20,2024-11-20→2024-11-24,0.779166666666667,0.09854166666666665,0.5189216820987654,0.1086606458822886,0.055274359385172556,0.11621569348706141,0.07031285570727458,0.07781436304251355,0.08565558350086214,0.025899112102223825
2024-11-21,2024-11-20→2024-11-24,0.8096527777777774,0.14069444444444448,0.5383912037037037,0.1369620903995302,0.08194913579357992,0.1981080079078674,0.09219178179899849,0.11611893581019508,0.1250659903420342,0.046088176479832405
2024-11-22,2024-11-20→2024-11-24,0.9054166666666666,0.10937499999999997,0.5306655092592593,0.12053608576456708,0.07495112882720101,0.14574955291218228,0.0900200696123971,0.11647731886969674,0.10954683119720884,0.027647737137787447
2024-11-23,2024-11-20→2024-11-24,0.7692708333333333,0.2757986111111111,0.6044299768518518,0.19304069128301407,0.16242569029331205,0.17808021883169808,0.1901402927769555,0.23459873325294922,0.1916571252875858,0.0268654327673888
2024-11-24,2024-11-20→2024-11-24,0.8445486111111112,0.1892361111111111,0.5709406346450617,0.05494763877656726,0.17208540903197397,0.289851773513688,0.2025873863697052,0.10218088255988228,0.16433061805036334,0.09097596296633091
2024-12-13,2024-12-13→2024-12-22,0.9186458333333333,0.11204861111111113,0.5794328703703704,0.07517234206199645,0.06326288892163173,0.08916726350784303,0.06541220042440626,0.08323821041319107,0.07525058106581371,0.011157742723261643
2024-12-14,2024-12-13→2024-12-22,0.961631944444444,0.10201388888888885,0.49968195408950616,0.06013965176211462,0.0721803899606069,0.16841323388947382,0.11039295289251538,0.09292568928665584,0.10081038355827329,0.04242029104668727
2024-12-15,2024-12-13→2024-12-22,0.7634722222222224,0.18857638888888884,0.5570196759259259,0.17658522188663486,0.1187763547235065,0.11340023120244343,0.10934852600097655,0.1841676664352417,0.1404556000497606,0.036693756413799725
2024-12-16,2024-12-13→2024-12-22,0.775590277777778,0.28065972222222224,0.5625202546296297,0.2210610798332426,0.24163014272848762,0.18295837687121497,0.16518545230229695,0.21002101805475024,0.20417121395799848,0.03038310875730245
2024-12-17,2024-12-13→2024-12-22,0.8189930555555553,0.07458333333333332,0.5506237943672839,0.13341919316185846,0.25828583823310003,0.18230409906970127,0.1392289482884937,0.1545014773474799,0.17354791122012664,0.05100994749330988
2024-12-18,2024-12-13→2024-12-22,0.828263888888889,0.17531250000000004,0.5918385898919754,0.16704317609469096,0.27242214017444183,0.15217571490340764,0.1712876816590627,0.200368474456999,0.19265943745772043,0.047888919856589454
2024-12-19,2024-12-13→2024-12-22,0.8624305555555556,0.06708333333333331,0.5898061342592593,0.08297240614891052,0.31523316171434185,0.1306494677066803,0.14429263161288367,0.13146477142969765,0.16092248772250278,0.08937108624918597
2024-12-20,2024-12-13→2024-12-22,1.0119618055555553,0.19348958333333333,0.5801948302469135,0.12002061559094322,0.2517589598894119,0.0955510542127821,0.07703997174898781,0.11231303996509975,0.13133672828144496,0.06931850623664274
2024-12-21,2024-12-13→2024-12-22,1.2018402777777777,0.8098784722222223,0.8314295187114193,0.3340408166911868,0.1641101882192824,0.1531669648488363,0.2762947233517965,0.3275316121180853,0.25102886104583744,0.08734103547725118
2024-12-22,2024-12-13→2024-12-22,0.7051736111111111,0.5506249999999999,0.6928317901234569,0.2346320598655277,0.39040563662846883,0.733802846868833,0.27316895842552186,0.2952384279171626,0.38544958594110285,0.20301814903861964
